name,aggregate_rating,rating_text,votes,average_cost_for_two,price_range,cuisines,cuisine_count,places,locality,region,city,latitude,longitude,cuisine_African,cuisine_American,cuisine_Asian,cuisine_BBQ,cuisine_Bakery,cuisine_Bar Food,cuisine_Belgian,cuisine_Beverages,cuisine_Brazilian,cuisine_British,cuisine_Burger,cuisine_Cafe,cuisine_Cafe Food,cuisine_Cape Malay,cuisine_Caribbean,cuisine_Chinese,cuisine_Coffee and Tea,cuisine_Contemporary,cuisine_Continental,cuisine_Cuban,cuisine_Deli,cuisine_Desserts,cuisine_Drinks Only,cuisine_Durban,cuisine_Ethiopian,cuisine_European,cuisine_Fast Food,cuisine_Finger Food,cuisine_Fish and Chips,cuisine_French,cuisine_Frozen Yogurt,cuisine_Fusion,cuisine_German,cuisine_Greek,cuisine_Grill,cuisine_Healthy Food,cuisine_Ice Cream,cuisine_Indian,cuisine_International,cuisine_Irish,cuisine_Italian,cuisine_Japanese,cuisine_Juices,cuisine_Korean,cuisine_Latin American,cuisine_Lebanese,cuisine_Malaysian,cuisine_Mediterranean,cuisine_Mexican,cuisine_Middle Eastern,cuisine_Modern European,cuisine_Moroccan,cuisine_Pakistani,cuisine_Patisserie,cuisine_Pizza,cuisine_Portuguese,cuisine_Pub Food,cuisine_Salad,cuisine_Sandwich,cuisine_Seafood,cuisine_South African,cuisine_Spanish,cuisine_Steak,cuisine_Street Food,cuisine_Sushi,cuisine_Tapas,cuisine_Tea,cuisine_Tex-Mex,cuisine_Thai,cuisine_Turkish,cuisine_Vegetarian,cuisine_Vietnamese
The Leopard Bar - 12 Apostles Hotel & Spa,3.9,Good,75,550,4,"American, European",2,12 Apostles Hotel & Spa,Camps Bay,Atlantic Seaboard,Cape Town,-33.983496,18.358615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture Club Cheese,3.9,Good,79,300,4,"Cafe, Healthy Food",2,None,CBD,City Bowl,Cape Town,-33.9254585333,18.4135167673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco da Gama,3.8,Good,87,250,3,"Portuguese, Steak, Seafood",3,None,Green Point,Atlantic Seaboard,Cape Town,-33.9154839163,18.4189522639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zenzero,3.8,Good,125,550,4,"Italian, Seafood",2,The Promenade,Camps Bay,Atlantic Seaboard,Cape Town,-33.9536666667,18.3776666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fire & Ice! Restaurant,3.8,Good,195,555,4,"American, Italian, Seafood, African",4,None,Gardens,City Bowl,Cape Town,-33.926472,18.411524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Bon Bon,3.8,Good,50,360,4,Cafe,1,None,Franschhoek,Winelands,Cape Town,-33.9302166667,19.1179083333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocka,3.8,Good,30,100,2,Fast Food,1,None,Century City,Northern Suburbs,Cape Town,-33.8945727,18.5105477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crumbs and Cream,3.8,Good,130,100,2,"Ice Cream, Desserts",2,None,Sea Point,Atlantic Seaboard,Cape Town,-33.918939,18.386679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mischu,3.8,Good,33,120,2,Cafe,1,None,Sea Point,Atlantic Seaboard,Cape Town,-33.92204,18.381827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bootlegger Coffee Company,3.8,Good,190,200,3,Cafe,1,None,Sea Point,Atlantic Seaboard,Cape Town,-33.91969,18.385582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Petite Tarte,3.8,Good,80,285,3,"Cafe, Desserts",2,Cape Quarter Lifestyle Center,Green Point,Atlantic Seaboard,Cape Town,-33.9162674162,18.4175089002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,3.8,Good,136,180,2,"Cafe, Healthy Food, Deli",3,None,CBD,City Bowl,Cape Town,-33.9256730254,18.4146432951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yours Truly,3.8,Good,199,200,3,Cafe,1,None,Gardens,City Bowl,Cape Town,-33.930329,18.410575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honeybun,3.8,Good,144,200,3,Cafe,1,None,Observatory,Southern Suburbs,Cape Town,-33.939166666700004,18.469,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bootlegger Coffee Company,3.8,Good,156,220,3,Cafe,1,None,Kenilworth,Southern Suburbs,Cape Town,-33.9965309746,18.4687256813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcrest Restaurant,3.8,Good,82,300,4,"Cafe, Mediterranean",2,None,Durbanville,Northern Suburbs,Cape Town,-33.825656,18.589207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepenero,3.8,Good,170,500,4,"Seafood, Italian",2,None,Mouille Point,Atlantic Seaboard,Cape Town,-33.899975480900004,18.4056733176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lime Tree Cafe,3.8,Good,63,250,3,"Healthy Food, Bakery, Seafood, Burger, Beverages, Contemporary, Desserts, Grill",8,None,Bergvliet,Southern Suburbs,Cape Town,-34.052719,18.456745,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea Café,3.8,Good,32,180,2,Cafe,1,None,Somerset West,Helderberg,Cape Town,-34.07962,18.847153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Tea,3.8,Good,36,190,2,Cafe,1,None,Plumstead,Southern Suburbs,Cape Town,-34.014254,18.461328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yours Truly,3.8,Good,72,200,3,Cafe,1,None,CBD,City Bowl,Cape Town,-33.9244781502,18.4167334065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osumo,3.8,Good,26,150,2,Healthy Food,1,None,Green Point,Atlantic Seaboard,Cape Town,-33.9089744124,18.4123634174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissa's Mantra Cafe,3.8,Good,52,250,3,"Cafe, Burger, Healthy Food",3,None,Camps Bay,Atlantic Seaboard,Cape Town,-33.948684,18.378983,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O'ways Teacafe,3.8,Good,51,180,2,Cafe,1,None,Claremont,Southern Suburbs,Cape Town,-33.978623,18.463929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisse Boutique Deli,3.8,Good,39,220,3,"Cafe, Deli, Bakery",3,Old Biscuit Mill,Woodstock,City Bowl,Cape Town,-33.9273583412,18.4569343552,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bean There Coffee Company,3.8,Good,50,150,2,Cafe,1,None,CBD,City Bowl,Cape Town,-33.922810582800004,18.4169171378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Roux,3.8,Good,67,200,3,Cafe,1,None,Noordhoek,South Peninsula,Cape Town,-34.097169,18.378007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eight,3.8,Good,34,250,3,Cafe,1,Spier Wine Estate,Stellenbosch,Winelands,Cape Town,-33.973483,18.782533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The General Store,3.8,Good,28,150,2,Cafe,1,None,De Waterkant,City Bowl,Cape Town,-33.918140719499995,18.4212458879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dias Tavern,3.8,Good,161,250,3,Portuguese,1,None,CBD,City Bowl,Cape Town,-33.9274504234,18.4251478314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcade,3.8,Good,81,250,3,"Pizza, Burger, Brazilian, Contemporary, Healthy Food, Italian",6,None,CBD,City Bowl,Cape Town,-33.9240856043,18.414690233800002,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cattle Baron Grill Room and Bar,3.8,Good,51,400,4,Steak,1,None,De Waterkant,City Bowl,Cape Town,-33.9176123704,18.4179021791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vrede en Lust Winery,3.8,Good,26,50,1,Drinks Only,1,None,Paarl,Winelands,Cape Town,-33.837423,18.953287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rupert & Rothschild Wines,3.8,Good,22,80,1,Drinks Only,1,None,Paarl,Winelands,Cape Town,-33.835742,18.95222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouchon Wine Bar & Bistro,3.8,Good,19,400,4,"French, Mediterranean, Tapas",3,None,CBD,City Bowl,Cape Town,-33.9202065083,18.4185532853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Myog,3.8,Good,35,100,2,Desserts,1,None,Sea Point,Atlantic Seaboard,Cape Town,-33.920767,18.383544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish on the Rocks,3.8,Good,129,160,2,"Seafood, Fish and Chips",2,None,Hout Bay,Atlantic Seaboard,Cape Town,-34.055086,18.34792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nü,3.8,Good,124,200,3,"Healthy Food, Cafe",2,None,Sea Point,Atlantic Seaboard,Cape Town,-33.913271,18.391625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makaron Restaurant,3.8,Good,41,560,4,"French, Contemporary",2,None,Stellenbosch,Winelands,Cape Town,-33.967682,18.861657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spier Wine Tasting,3.8,Good,23,60,1,Drinks Only,1,Spier Wine Estate,Stellenbosch,Winelands,Cape Town,-33.973483,18.782533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharina's Restaurant - Steenberg Hotel,3.8,Good,67,550,4,European,1,Steenberg Hotel,Constantia,Southern Suburbs,Cape Town,-34.071391,18.425231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arugula Bistro & Bread,3.8,Good,84,350,4,"French, Italian, Mediterranean",3,None,Bellville,Northern Suburbs,Cape Town,-33.8741922464,18.618234694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Connection Bistro,3.8,Good,56,464,4,"French, Grill, Burger, European, Steak",5,None,Franschhoek,Winelands,Cape Town,-33.910265,19.118896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Werf Restaurant,3.8,Good,27,545,4,Grill,1,Boschendal Estate,Franschhoek,Winelands,Cape Town,-33.878134,18.973657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diemersdal Farm Eatery,3.8,Good,52,400,4,Continental,1,None,Durbanville,Northern Suburbs,Cape Town,-33.802627,18.64632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mont Marie,3.8,Good,40,480,4,"European, Mediterranean, Cafe",3,None,Stellenbosch,Winelands,Cape Town,-33.9817583333,18.8721111111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet Bar & Restaurant - Mount Nelson Hotel,3.8,Good,59,600,4,"European, Mediterranean",2,Mount Nelson Hotel,Gardens,City Bowl,Cape Town,-33.93161,18.412494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carne on Kloof,3.8,Good,51,500,4,"Italian, Grill",2,None,Gardens,City Bowl,Cape Town,-33.934678,18.407093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverie Social Table,3.8,Good,23,1400,4,"South African, International, Contemporary",3,None,Observatory,Southern Suburbs,Cape Town,-33.931277,18.465974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harbour House Restaurant,3.8,Good,22,500,4,"Seafood, Sushi",2,None,Constantia,Southern Suburbs,Cape Town,-34.012526,18.405392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Brampton Wine Studio,3.8,Good,60,200,3,Finger Food,1,None,Stellenbosch,Winelands,Cape Town,-33.937984,18.86142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon's Restaurant,3.8,Good,136,380,4,Contemporary,1,Groot Constantia Wine Estate,Constantia,Southern Suburbs,Cape Town,-34.031212,18.417476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greek Fisherman,3.8,Good,134,460,4,"Greek, Seafood",2,Victoria Wharf,V & A Waterfront,Atlantic Seaboard,Cape Town,-33.903522,18.420459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La Grapperia,3.8,Good,125,250,3,"Pizza, Italian",2,Spice Route Farm,Paarl,Winelands,Cape Town,-33.760828,18.916703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delheim,3.8,Good,49,400,4,"African, German",2,None,Stellenbosch,Winelands,Cape Town,-33.87042,18.886173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paranga,3.8,Good,137,650,4,"Seafood, African, Sushi",3,The Promenade,Camps Bay,Atlantic Seaboard,Cape Town,-33.9526666667,18.377333333299998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Reuben's,3.8,Good,99,500,4,"South African, Seafood",2,None,Franschhoek,Winelands,Cape Town,-33.9120055556,19.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
La Belle Bistro & Bakery,3.8,Good,94,545,4,"South African, Cafe",2,Alphen 5 Star Boutique Hotel,Constantia,Southern Suburbs,Cape Town,-34.011707,18.451361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cassia,3.8,Good,121,545,4,"European, Contemporary",2,Nitida Wine Farm,Durbanville,Northern Suburbs,Cape Town,-33.8347444444,18.5937055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belthazar,3.8,Good,142,550,4,"Grill, Steak, Seafood",3,Victoria Wharf,V & A Waterfront,Atlantic Seaboard,Cape Town,-33.9043333333,18.4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Roundhouse,3.8,Good,69,1500,4,"European, African",2,None,Camps Bay,Atlantic Seaboard,Cape Town,-33.943601,18.384938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
